0.56,67.8,3
6.28,58.2,1
0.432,67.16,3
1.424,72.12,3
4.424,64.04,2
8.28,53.2,0
0,79.64,4
0,81.72,4
5.448,56.12,1
5.032,55.08,1
7.288,50.72,0
6.824,59.56,1
0,77.88,4
0.24,66.2,3
8.952,54.88,0
5.432,56.08,1
0,81.56,4
0,81,4
8.136,52.84,0
8.408,53.52,0
6.2,58,1
6.744,59.36,1
8.216,53.04,0
0,84.36,4
7.944,52.36,0
0,79.56,4
2.984,61.64,2
8.936,54.84,0
3.824,63.04,2
0.544,67.72,3
3.92,63.2,2
4.568,64.28,2
0,83.64,4
1.088,70.44,3
5.576,56.44,1
0,79.72,4
5.816,57.04,1
6.472,58.68,1
5.24,55.6,1
2.504,60.84,2
0,79.96,4
0,81.88,4
0.32,66.6,3
2.936,61.56,2
8.904,54.76,0
6.968,59.92,1
1.056,70.28,3
5.496,56.24,1
0.976,69.88,3
6.088,57.72,1
5.592,56.48,1
5.848,57.12,1
5.752,56.88,1
0,83.96,4
4.832,64.72,2
0,79.88,4
6.504,58.76,1
0,84.28,4
2.12,60.2,2
3.488,62.48,2
5.304,55.76,1
1.504,72.52,3
0.816,69.08,3
4.448,64.08,2
6.264,58.16,1
7.16,50.4,0
8.568,53.92,0
1.888,74.44,3
5.352,55.88,1
7.368,50.92,0
1.472,72.36,3
5.96,57.4,1
8.984,54.96,0
5.256,55.64,1
0,83.4,4
8.104,52.76,0
7.784,51.96,0
1.68,73.4,3
3.224,62.04,2
2.192,60.32,2
0,77.08,4
5.544,56.36,1
0.288,66.44,3
2.456,60.76,2
0,83.08,4
2.576,60.96,2
0,83.56,4
2.096,60.16,2
6.84,59.6,1
1.296,71.48,3
7.624,51.56,0
5.016,55.04,1
8.664,54.16,0
7.752,51.88,0
0.496,67.48,3
2.528,60.88,2
0,75.32,4
0.064,65.32,3
7.32,50.8,0
7.864,52.16,0
0,83.16,4
2.048,60.08,2
0,75.56,4
0,82.52,4
5.176,55.44,1
4.736,64.56,2
1.232,71.16,3
8.168,52.92,0
5.336,55.84,1
7.592,51.48,0
0.272,66.36,3
8.856,54.64,0
7.688,51.72,0
3.128,61.88,2
5.656,56.64,1
7.304,50.76,0
7.56,51.4,0
0,83.8,4
7.576,51.44,0
0,83,4
5.768,56.92,1
4.928,64.88,2
0,76.36,4
0.08,65.4,3
4.952,64.92,2
0,82.36,4
8.04,52.6,0
0.224,66.12,3
6.984,59.96,1
8.584,53.96,0
8.264,53.16,0
6.68,59.2,1
0,79.32,4
3.536,62.56,2
0.704,68.52,3
7.528,51.32,0
5.896,57.24,1
1.024,70.12,3
0,83.24,4
0.032,65.16,3
0,82.04,4
2.672,61.12,2
0,84.12,4
2.744,61.24,2
0.352,66.76,3
7.608,51.52,0
1.584,72.92,3
2.72,61.2,2
8.616,54.04,0
4.256,63.76,2
0.944,69.72,3
4.496,64.16,2
0.784,68.92,3
0,83.72,4
5.288,55.72,1
6.6,59,1
8.792,54.48,0
3.56,62.6,2
3.944,63.24,2
1.92,74.6,3
5.944,57.36,1
0.112,65.56,3
1.952,74.76,3
1.536,72.68,3
0,79,4
0,84.6,4
0.736,68.68,3
5.832,57.08,1
6.072,57.68,1
7.464,51.16,0
0,76.04,4
0.8,69,3
4.976,64.96,2
1.44,72.2,3
0,75.88,4
6.12,57.8,1
3.8,63,2
0.608,68.04,3
6.952,59.88,1
0.4,67,3
4.136,63.56,2
7.096,50.24,0
8.776,54.44,0
3.008,61.68,2
5.8,57,1
1.936,74.68,3
8.024,52.56,0
8.056,52.64,0
7.992,52.48,0
0,77.8,4
3.392,62.32,2
0,82.44,4
7.256,50.64,0
0,82.76,4
0,83.32,4
1.808,74.04,3
6.552,58.88,1
6.392,58.48,1
6.168,57.92,1
8.328,53.32,0
1.872,74.36,3
0,79.4,4
3.08,61.8,2
6.568,58.92,1
5.928,57.32,1
1.824,74.12,3
0,81.48,4
1.184,70.92,3
4.04,63.4,2
2.36,60.6,2
0.384,66.92,3
6.808,59.52,1
3.752,62.92,2
8.36,53.4,0
7.432,51.08,0
0,77.56,4
5.64,56.6,1
2.816,61.36,2
0,80.36,4
6.76,59.4,1
3.44,62.4,2
8.376,53.44,0
0,78.76,4
6.728,59.32,1
4.088,63.48,2
